Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
ennnh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i’ve got canned goods,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
excellent hole joe,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh hole,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
jellyfish sting oh hurts hurts hurts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
it’s like two miles,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
yeah i’m little tired digging hole,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh damn jellyfish damn jellyfish,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
we’ve got something,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
well there’s really one thing,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
you’re gonna pee,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
gross,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
don’t blame saw,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yknow he’s right there’s something like uh ammoniain like kills pain,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
want privacy use hole,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
beach,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
nothing don’t know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
happened,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
nothing i’m gonna take shower,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
really truly,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wants,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh god say one time,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
look ross want you’re back rachel ifyou bring you’re gonna wreck best thing even happened,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
hell happened beach,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
it’s us sea ross,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
okay well umm know haven’t talked long time butumm okay mom birth mom thisthis lady birth mom,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
right okay one lives montuak ummhmm,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
umm read mom’s suicide note,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
can’t believe didn’t tell suicide note,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
umm shut,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
well it’s pretty much gist well except poem youread poem right,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
noooo,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
pass cheese please,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
god can’t even look,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
nope,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
i’mi’m depressed talk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
i’ll give thousand dollars talk us,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
right that’s guys happened,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
took walk nothing happened back nothing overme,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
happened joey,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well say something get it’s eating mealive monica got stung jellyfish,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
much pain,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tired digging huge hole,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
joey remembered something,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
i’d seen thing,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
wait minute saw,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ewwww,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
that’s right stepped she’s friend needed helpand i’d pee anyone uhh couldn’t got thestage fright wanted help much pressure soso uh turned tochandler,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
i’ll go second ii wanted tell therehasn’t day didn’t regret giving,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
okay bye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i’m done iii want know thereason didn’t look well afraid you’d react welllike way way you’re reacting right can’t yknowstart,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
it’s like we’re losing anything yknow,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah guess you’re right,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
it’s like wewe know anything,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well don’t know mean it’s like don’thave,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ii like pizza,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
wait like umm beetles,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh god,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
knew wow,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
waitwaitwait wait puppies cute ugly,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ohh cute,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
uhhuh well umm still i’mi’m mad,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
know i’m mad,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
well umm wanna get something eat i’m kinda hungry,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hey,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
right stop you’re freak,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
ohhooo missed,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
missed,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ross give credit mean mom,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ooh wish hadn’t lost four months time waswhat needed gain little perspective,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
bet,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
record took,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
yeah girl copy place yesterday tookfull responsibility,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
didn’t know taking full responsibility okay ididn’t finish whole letter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
fell asleep,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
fell asleep,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
yknow can’t believe even,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
oh oh heyheyhey little spelling tips come handywhen you’re home saturday nights playing,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh nonono don’t worry falling asleep still haveyour letter,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
hey know it’s,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
knew,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
playing gin yknow couple could play thisgame naked,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stop,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
okay right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
okay right think you’re great think you’re sweetand you’re smart love always guy peed,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
yknow cant believe im getting nails done,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
that’s mailman that’s,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
hey know used nails like,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
hmm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
joey let ask question,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ohh nothing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
didn’t drive crazy switch know itdid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
wouldn’t put didn’t something howcan care,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
well here’s another question ya uhh know thatsilver knob toilet,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
sure flushes,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
okay good since know come would mindactually using,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
guess ran today,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
janice,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
isn’t amazing,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oh well i’m divorced,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ohhh wow,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
okay bye,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bbye,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
byebye,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
thought crazy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
yeah know little annoying things beforewe fell love like voice laugh personality—well they’re allback y’know she’s picked like nine new ones,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
bringing there’s people,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
can’t believe really walk alone mean hear suchstories new york,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
it’s really bad mean ii one feel perfectlysafe,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
help help help help,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hey mate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ya man,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i’ve meaning ring ever since arrivedbut umm well i’ve rather busy,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
realise seen since night thatu2 concert,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
oh god think you’re right,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
playing rugby,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
fact we’re playing game park tomorrow you’rewelcome play want,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what’s ah what’s funny,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
well mean you’re american start don’t even haverugby,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well didn’t,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
good we’ll see riverside park 200 cheers,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
cheers,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh boy love sing,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
yes ii know think one reasons people werecomplaining though paid hear,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
know i’m getting marriage mean talk aboutmeant,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
right think happening soon,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh soon schmoon face honey letting get awaythis time,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
paris,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
london nono rome vienna oohooh barcelona,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
don’t know exactly,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ugh well soak every chandler bing untilthat moment comes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
know it’s time tomorrow,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
done,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yep,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hey what’s,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
switch thing driving crazy turned andchecked every outlet four don’t work means one,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
y’know youyou also could’ve used uh,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
it’s coming joey,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
oh god that’s freaky turn,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
ooh hey could put news think might raining,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
oh hold second i’m watching rugby thing,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
dude you’re even man enough order,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
y’know uh didn’t really help pack,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ohh well said going andthe time leave packing didn’t really leave much choice,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
well ii thought ii guess,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
heyhey what’s going,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh i’m packing y’know i’mi’m packing‘cause i’m moving yemen tomorrow,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
thanks telling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i’m going pretend i’m moving yemen it’s theonly way get rid,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ohhhh good one yemen actually sounds like real country,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
yeah know ‘cause makes look taller,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
okay chandler come,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
hey handle right,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
please ross youyou got hurt playing badminton dad,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
that’s ‘cause‘cause you’re mom’s dog keptkeptlooking,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
hum kinda like scruddle,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
well anyway,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
well should’ve seen guy used go imean he’s like joe rugby,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anyway thought,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
right come look ross take care it’s likehe’s…chandler,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
oh well maybe dog lookin’,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
don’t look bigger,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
well maybe that’s you’re closer lookbigger,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
i’m going say hi lads right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
right,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
totally don’t know you’re talking,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
come time waiting line,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
you’ll see,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
liam favour tell lads go easy ross it’s hisfirst time,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ross come get bloody scrum ross get,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
joey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
you…are…not going believe joshua came work todayand guess happened,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
asked,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
showing cufflinks felt pulse,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
saucy,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
electrical plans building,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
okay okay okay scared,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
know switch something okay soso went city halland got pay 25 wait line three hours,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wow people knew,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
y’know really didn’t take airport,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh please every moment precious y’know besides somebody hadto ride taxi rest luggage friends don’treally seem care much you’re leaving,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
it’s goodbye i’m leaving get onthat plane,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
one ticket yemen,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
oh nonono need pretend ticket,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
i’m sorry sir don’t understand,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
would give kid wanted ticket play,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
travelling child,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ah sir ticket yemen 2100 don’ttake library cards,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
what’s matter something wrong stay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
can’t believe they’re told goeasy,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
offence y’know sometimes it’s hard understand youy’know accent so…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
that’s halftime there’s,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
see pretty good huh one fun game,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh poor baby,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ross killing,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
i’m stopping i’m red ross,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dude go back you’re gonna dead ross,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
don’t care quitting insist finishing game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
right right insist least let helpyou,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
god place woman guys grab anything,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
that’s i’m saying may know thingsthat might help inflict pain,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
like,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yeah listen closely devon got weak ankle,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
huh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
one swift kick he’ll back,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
right bad ankle got,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
big bloke beard got trick hip yeah uhand david heard doesn’t wear cup,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
yeah use trick hip cup okay okay,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uh liam liam’s got bad knees hit right he’llgo like lamp,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
butbut liam’s team,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
don’t care get,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
red ross okay,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oh pictures made hung thought they’dbrighten place don’t think,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonono,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
know there’s hole really liked thatpicture,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh god look,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
don’t care wires come loose head,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
thought could follow wire could find itdid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disappears back behind baseboard minute therei thought went downstairs,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
didn’t say hello mrs chatracus,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
hello darling,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hello mrs chatracus,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sure don’t want go see doctor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oh thatthat’ll bring great mean iiiwas great great day y’know i’m buying everyone coffee allright someone would grab wallet it’s pocket,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yeah sure,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uhh look eye’s still popping little i’m gonna goget ice,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
amazing,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh kinda wasn’t,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
made man twice size cry mean haven’t done since iwas four washed dad’s porsche rocks,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
really enjoyed didn’t,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
please kidding ii hurt three huge men gave guy bloodynose—i mean ii’m proud really it’s ofyou wonderful amazing,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
think you’ve got concussion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i’m serious thank,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
well ii guess gotta go,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
oh bingaling i’ll wait even know longyou’re going gone,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
well find energy source replace fuel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
okay goodbye goodbye,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
chandler,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
chandler,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
janice one last kiss andalsoalso said going leave right got plane,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
wanna see takeoff,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
right super couldn’t figure 200 anhour electrician couldn’t figure i’ve seven pretty seriousshocks officially give,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
thank god,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guess joey right nothing,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
hey,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wow really get rusty crap free,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
uhhuh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
could,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
need money thought it’d agreat way get rid last little schmidgen selfrespect,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
come think good thing don’t think momwould’ve hired didn’t think good,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
pickle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey uh rach funny story ah bumped joanna thestreet yesterday,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
boss joanna wow must’ve awkward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
well actually uh asked wanted get adrink,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
well first,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
don’t understand last time went yousaid ‘big dull dud’,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well think judged quickly time wewere able take relationship next level,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh come it’s like everydayoccurrence mean usually i’m pretty much,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
okay promise i’ll end,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
great quiches coming along,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what’s blue nail polish,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ahh that’s grandmother’s handslooked like found,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
let ask question,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
hire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
okay didn’t hear,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh yeah didn’t hire pity wasn’tso could pick front friends actually thinks i’m good,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ah currently set encyclopedias,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ah try classifieds people sell everything inthere,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
actually i’m buying i’m selling let meask one question friends ever conversation nod along eventhough you’re really sure they’re talking,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh yeah totally agree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeahwellyeah yeahohyeah come,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
that’s weird,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
nails,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh know never wear fake ones momwouldn’t give grief biting,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
oh meant it’s weird ninenow,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
okay ah please don’t freak umm ahthere’s blue fingernail one quiche cups there’s way knowwhich one,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
whoever finds wins prize,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
laughing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
it’s nothing it’s fatherowes five dollars,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
bet i’d lose nail,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
frozen lasagnas,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
umhmm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bet i’d screw stuff abouthiring good was…,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
oh honey come sense humour you’venever able laugh,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
don’t get,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
faith…,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
